day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-05-25,-0.05614987070664289,0.030644598805588598,-1.9604906001193814,0.9362040157575418,2.0
2026-05-26,-0.002588614727006067,1.2612037276501673,0.0756040410316619,1.1392347715647686,5.0
2026-05-27,0.14260751395949287,1.2511378597037268,0.27352754989410444,1.3857316393630852,8.0
2026-05-28,-0.6868587923222355,0.2306504274160171,-0.9442638063170485,1.3844633424998414,2.0
2026-05-29,-0.597471956229203,0.3570625033164045,-0.6309205147671588,1.139109487411338,2.0
2026-05-30,-0.501822432649196,1.0,-1.1404962133729886,1.0,1.0
2026-06-01,-0.5124229660474579,1.9300662387734797,-0.015466258500506425,0.6650034742654171,6.0
2026-06-02,-0.20439546694554178,0.502162346928538,-0.14545895298330885,0.8974729152556659,3.0
2026-06-03,-0.25485828019703244,0.7389169928043392,0.868309286599672,1.0193579472185592,3.0
2026-06-04,0.0852827267239568,1.0,-1.2758463983808859,1.0,1.0
2026-06-05,-0.36655230045627224,0.23185151889340655,-0.7927119844836384,1.158616511103601,2.0
2026-06-06,1.4021332330008187,2.44154126625542,0.1725015152802838,0.9918015437088061,2.0
2026-06-07,0.49813796101105695,0.3757026335527548,-0.774257552263069,0.3574004152989055,5.0
2026-06-08,0.40702229696353187,0.571375194732106,0.2738245453545568,0.5778523872203513,5.0
2026-06-09,0.1666560391119852,1.09057580653862,0.22347115909182103,1.1742459202154085,3.0
2026-06-10,-0.9036845261828216,1.0545483316014914,-0.2396085607863178,1.3406984766469991,5.0
2026-06-11,-0.010198815840418185,0.7050072457055476,0.41118532143378533,0.9196624650272981,5.0
2026-06-12,-0.27913634475048976,0.7952788169514767,0.13317339330930594,1.3896516843988382,5.0
2026-06-13,1.347312979448905,1.0,-0.9657890047202675,1.0,1.0
2026-06-14,0.5612617078236274,0.6949582951713911,0.17802547505810498,0.9876243454200777,5.0
2026-06-15,0.572598624048008,1.1394372167517877,0.4293485031762782,0.7615636662255192,6.0
2026-06-16,0.5380798845673743,0.2514052757704076,0.27605043000370505,0.555421062059296,3.0
2026-06-17,0.18268942352066228,1.6557207364490152,-0.1286577711546772,0.9307750289189594,7.0
2026-06-18,0.9471173646909461,1.0205375909742491,0.00818245023708275,0.820435041865479,8.0
2026-06-19,0.008902157621494156,1.2471894552498384,0.17791977245405743,1.0157377068056332,4.0
2026-06-20,-0.6389911370008813,1.0,0.03238556777158522,1.0,1.0
2026-06-21,-0.12478924896080905,0.3762410126415675,-1.846960266715198,0.4450586962452307,2.0
2026-06-22,0.7569397472099801,0.7456922880700007,0.2354428327470282,1.3682592124494546,5.0
2026-06-23,-0.456464004501139,2.3516944189553137,0.14770966947333938,0.5647624087782955,4.0
2026-06-24,-0.009239723635833485,0.7326440353084993,0.3237079329478999,1.0663384549586998,11.0
2026-06-25,-0.3689196723946983,0.49430434347644575,-0.4890127742832161,0.7363185532984877,7.0
2026-06-26,0.17902507460581035,0.7010591584088022,0.06351666248283055,1.1145626197313756,4.0
2026-06-27,-0.45185251566368123,0.9220752634542093,0.4661321023831686,1.2238830186908163,3.0
2026-06-28,0.7178895080037266,1.3031437157624102,0.14980920835412567,2.4015443729950516,3.0
2026-06-29,0.08710690519821955,0.9004614499714515,0.17090562122118005,0.6775710416087188,6.0
2026-06-30,-0.7162893028972004,1.667309561074284,0.3553897715227531,0.6671541863107053,4.0
2026-07-01,-0.7691232334982917,1.3607005152516927,-0.6962023069750354,0.9622953952402524,4.0
2026-07-02,1.4510519271154838,1.0,0.34536744574696543,1.0,1.0
2026-07-03,-0.1291705778537501,0.15914728283305743,-0.10208520540208062,0.624922357028197,3.0
2026-07-04,-0.36876014036257965,1.0,-0.48953691788015036,1.0,1.0
2026-07-05,-0.5019396436121453,0.8597317256952084,0.8476652991675577,0.6070089004656216,5.0
2026-07-06,-0.08622453288085825,0.7178291386806694,-0.2509978757625924,1.8739776456771222,5.0
2026-07-07,-0.7658386074854331,1.3252772595478444,0.986954588825145,0.9056376356072325,3.0
2026-07-08,-0.3989238106243919,0.8228703390359221,-0.03507424359362881,0.7885556096588895,7.0
2026-07-09,-0.10941736022188407,0.4631357531149753,-0.08555228284726533,1.3213138335672936,8.0
2026-07-10,1.9473867793829853,1.0,1.2056687480529549,1.0,1.0
2026-07-11,-2.0731618834524865,1.0,1.3108483525110275,1.0,1.0
2026-07-12,0.4217312318453814,1.1094788739107813,0.32064428741623874,0.7010666586348402,4.0
2026-07-13,0.46738428912094265,1.0056677776723268,0.16530970647743323,0.7032124401301251,5.0
2026-07-14,0.07214682447765759,0.8368646028581164,-0.10208509193893153,0.5783380637822245,8.0
2026-07-15,-0.7572513923207717,0.77710318371996,-0.5980364360802175,0.3682061212056093,4.0
2026-07-16,-0.36412831859730604,0.6694950717266223,0.27366387039755163,0.8148565965041612,5.0
2026-07-17,-0.5294356820594099,1.2701672554123875,0.06551283246823794,0.31902106704546324,2.0
2026-07-18,-0.344301891100386,0.7369077192600675,-0.3471298625113393,1.101107662772554,5.0
2026-07-19,0.2095338795671185,0.7872395197716086,-0.15955650464904403,0.8519465329440071,4.0
2026-07-20,0.33531880266040476,1.0224661039695162,-0.06262977275620715,0.9641440259224608,10.0
2026-07-21,0.05329505174852015,0.9196890166611894,1.1402100670217465,0.8908398071338809,3.0
2026-07-22,0.11711026414851206,1.3865549011735487,0.05784189547236281,0.4631372993550395,3.0
2026-07-24,-0.26262378507860124,1.2630076147589613,-0.046592359998157536,0.8447403880658981,7.0
2026-07-26,-0.3058545364665385,1.1597412972795005,0.5798814958843932,0.6387499286371642,4.0
2026-07-27,-0.2722976914095959,0.9822607691532718,0.016275384846187357,0.8747032074584555,5.0
2026-07-28,-0.2749348983631586,0.6195829274767909,-0.9217601895648179,1.2357687832185567,8.0
2026-07-29,0.04813516641874201,1.1169689217813232,-0.05233871830974361,1.0944611921499077,5.0
2026-07-30,0.5261564124167346,1.513643429917613,0.4222059643423413,0.43264479453120047,2.0
2026-08-01,1.4083979870314765,1.0,-0.309533942577383,1.0,1.0
2026-08-02,-0.4422979703984054,0.7109026542504013,-0.3875616076399442,0.4905466967147039,5.0
2026-08-03,-0.3417355995645438,0.9978835680570083,0.054160163259516614,0.4827832331388626,5.0
2026-08-04,-0.7430662638065451,0.8765093943824609,-0.41282599736414266,0.7154025172847263,4.0
2026-08-05,0.42353547995179763,0.9928917836583153,9.265809502562542e-05,1.1912801022870856,15.0
2026-08-06,-1.9825538382805745,1.0,-0.33046928246720214,1.0,1.0
2026-08-07,-0.15846248875264676,0.9432569845738995,0.23111059221743646,0.537326407442284,3.0
